id,title,price_rub,category,rating,reviews_count,market_url,cover_photo
5945307,МК кардиган Мята,1500.0,"Джемперы, свитеры и кардиганы",5.0,1,https://vk.ru/market/product/mk-kardigan-myata-211626529-5945307,https://sun9-77.vkuserphoto.ru/s/v1/ig2/0xrqnrHcpbPb3jaujL8F3P-0Izsxmjj44nxUS3BUlDHNzEaGTFu5IQ_yPy7cyoAmCjeZt8Z48UPvnTsVD2SMkehL.jpg?background=ffffff&crop=30%2C0%2C1020%2C1225&quality=90&size=533x640
5952213,МК шапка Фуксия,500.0,Шапки,0.0,0,https://vk.ru/market/product/mk-shapka-fuxia-211626529-5952213,https://sun9-2.vkuserphoto.ru/s/v1/ig2/_A3KLpo5muPA1QjWQiu_26eORHSGnqAK749L_p9NPknMdnJCTtcA5gMHEY6u1FRtsfh-p5zaxMIIzcdWyYwYYcAG.jpg?background=ffffff&crop=178%2C0%2C1797%2C2157&quality=90&size=533x640
6041348,МК пальто Кокон,500.0,Пальто,0.0,0,https://vk.ru/market/product/mk-palto-kokon-211626529-6041348,https://sun9-88.vkuserphoto.ru/s/v1/ig2/TYIeCBLwzUqST7fla8woJJ_SKu6rm8JKcyvjFYSMH6SBIwy8UmgEk9yBxvKkfxfcESEe3LptnpQOM5_Oni-5QYhs.jpg?background=ffffff&crop=0%2C59%2C884%2C1062&quality=90&size=533x640
6100190,МК сарафан Фиалка ,500.0,Платья и сарафаны,0.0,0,https://vk.ru/market/product/mk-sarafan-fialka-211626529-6100190,https://sun9-42.vkuserphoto.ru/s/v1/ig2/sfHypeq2jI1ZCsVJziUcfFgq4CztJt0jtckR2bt53Ym0dF7dkzT58qQmBKYL-LiD9hG_cKzaF_aEkvQBbxHKcgWn.jpg?background=ffffff&crop=150%2C0%2C1628%2C1955&quality=90&size=533x640
6329796,МК кардиган Птичка,1200.0,"Джемперы, свитеры и кардиганы",0.0,0,https://vk.ru/market/product/mk-kardigan-ptichka-211626529-6329796,https://sun9-55.vkuserphoto.ru/s/v1/ig2/7GyOtvV1jcxlycYRjF-gadBFjzigSgsnxbosvDTfY-bc5zqtnqqCjnVMqS22e5EhsboqFPGqeuPK74UcR3ujIPDi.jpg?background=ffffff&crop=90%2C0%2C899%2C1080&quality=90&size=533x640
6384545,МК Топ с американской проймой,500.0,Футболки и топы,0.0,0,https://vk.ru/market/product/mk-top-s-amerikanskoy-proymoy-211626529-6384545,https://sun9-42.vkuserphoto.ru/s/v1/ig2/026KBPf6-JMId9Nb8RicxAx3KwKvclpYJ_kDROH4MIb6iZXa_0Hv9KVkxKpPSzWX7NNAMXLOJOv_FB3tWf7WfOUM.jpg?background=ffffff&crop=0%2C40%2C1555%2C1867&quality=90&size=533x640
6800231,МК кардиган Кейптаун,1200.0,"Джемперы, свитеры и кардиганы",5.0,2,https://vk.ru/market/product/mk-kardigan-keyptaun-211626529-6800231,https://sun9-74.vkuserphoto.ru/s/v1/ig2/TAOIAfh8uxyFTePoh-TuhWxxhHE2q4awOy3HTCk34x3TfdAhr2R4n4cuAx_lIyD2759Aqw9dq2fJJgAszPkTF-e8.jpg?background=ffffff&crop=0%2C64%2C1692%2C2032&quality=90&size=533x640
7038887,МК  пуловер Амулет,1000.0,"Джемперы, свитеры и кардиганы",5.0,1,https://vk.ru/market/product/mk-pulover-amulet-211626529-7038887,https://sun9-58.vkuserphoto.ru/s/v1/ig2/cs0cnQg0Yp7qub0oLHBFL68pHWTb655nxhtc4vHZLXxPrX7K-sEWaSUquh98JZfT_POGS7EVnDVRNizd61Y287MY.jpg?background=ffffff&crop=108%2C0%2C1799%2C2160&quality=90&size=533x640
7066645,МК кардиган Тбилиси,800.0,"Джемперы, свитеры и кардиганы",0.0,0,https://vk.ru/market/product/mk-kardigan-tbilisi-211626529-7066645,https://sun9-23.vkuserphoto.ru/s/v1/ig2/tO2Wbpv7hO1onl5oj7MyXzaRoNAdOlpMMHv3f4Dgza7b8Ep6QowRKRQM3Gy5KWncfPesejalWOKeQe6jPke1Xr2B.jpg?background=ffffff&crop=227%2C0%2C1615%2C1940&quality=90&size=533x640
7235260,МК чепчик Овечка & Барашек,600.0,Вязание,0.0,0,https://vk.ru/market/product/mk-chepchik-ovechka-amp-barashek-211626529-7235260,https://sun9-86.vkuserphoto.ru/s/v1/ig2/E3Wv_EUsvafq9KbusTbBdMGk4dEQImrDkSi_8NBounoDm2ibZMWzikFnOT8Jcj6l4NuRqzQ0lUEsx7cdKgsHjeQO.jpg?background=ffffff&crop=63%2C0%2C2072%2C2489&quality=90&size=533x640
7377389,МК свитер Онега,1000.0,Вязание,0.0,0,https://vk.ru/market/product/mk-sviter-onega-211626529-7377389,https://sun9-1.vkuserphoto.ru/s/v1/ig2/q0QTlX9HaDP6RYY5Oa4FHghsioR7tNJCv42F9haUB7tuoTNQn8Ulodi9_Lrfl53MhhXAPGGnpkDgo1OVjI_frU5G.jpg?background=ffffff&crop=131%2C0%2C1304%2C1566&quality=90&size=533x640
7423424,МК пуловер Матисс,1200.0,Вязание,5.0,1,https://vk.ru/market/product/mk-pulover-matiss-211626529-7423424,https://sun9-17.vkuserphoto.ru/s/v1/ig2/VB-kM4rwTV2BUM_HYGNO6ETIuXIQ3I9psZN5oZxCxYtoZS6tbJrwkBHNJPRy8AEVt3iWCK4iXOO358DnIf8z2Dbv.jpg?background=ffffff&crop=51%2C0%2C1106%2C1328&quality=90&size=533x640
7729126,МК кардиган Африка,1200.0,Рукоделие и творчество,5.0,1,https://vk.ru/market/product/mk-kardigan-afrika-211626529-7729126,https://sun9-88.vkuserphoto.ru/s/v1/ig2/6qE_YZUwdB_qR0N_dzGz56ZlmatiC3ZOo5A9UO3ViwpfphY4kPNMY9GkybWAzqselrlfo6Bba2qYOuANedBWeqxp.jpg?background=ffffff&crop=130%2C0%2C1098%2C1319&quality=90&size=533x640
7777683,Набор пряжи Африка,5200.0,Пряжа,5.0,1,https://vk.ru/market/product/nabor-pryazhi-afrika-211626529-7777683,https://sun9-83.vkuserphoto.ru/s/v1/ig2/o_ozzoKdy1x7v2krvdR-QioF29PuxcmiMdeTHY_5yFvZ0OqVh3C2VuuQ1WVvWWix77-xwfxptx0HvDbKvEfI01xt.jpg?background=ffffff&crop=89%2C0%2C1096%2C1317&quality=90&size=533x640
7954064,МК накидка Кантри,300.0,Рукоделие и творчество,0.0,0,https://vk.ru/market/product/mk-nakidka-kantri-211626529-7954064,https://sun9-61.vkuserphoto.ru/s/v1/ig2/3rYSKBZzi3-gTq7Ss514W8MIJVqEio3_I-GQfChKL_u_Z3LEyzdnK6-SGB_s8RzC4EbAcnWZwBB8nG1wDbcGtIv_.jpg?background=ffffff&crop=64%2C0%2C840%2C1009&quality=90&size=533x640
7999402,МК платье/свитер Улла,1200.0,Рукоделие и творчество,0.0,0,https://vk.ru/market/product/mk-platyesviter-ulla-211626529-7999402,https://sun9-80.vkuserphoto.ru/s/v1/ig2/S7OrS-piYG50b5m9MFHTPFdJMItKyDHPE2Ccz1aNC1He05G7ixoOe5q6OBguxqTBbThIZfiOWTs9yypau7itScA1.jpg?background=ffffff&crop=326%2C0%2C1103%2C1324&quality=90&size=533x640
8071654,Набор пряжи Помпон для МК пуловер Эльза,4700.0,Пряжа,5.0,1,https://vk.ru/market/product/nabor-pryazhi-pompon-dlya-mk-pulover-elza-211626529-8071654,https://sun9-70.vkuserphoto.ru/s/v1/ig2/e1VR3H8fLoqaQeZh4ZtbgAZd9knT64NYVJezSbrChLd5c5Nb-3t5BY1IoV5HLhFrManjxGdOcknBsgLjUcZ9bmpH.jpg?background=ffffff&crop=60%2C0%2C1715%2C2061&quality=90&size=533x640
8095131,МК свитер Суоми,1200.0,Пряжа,5.0,2,https://vk.ru/market/product/mk-sviter-suomi-211626529-8095131,https://sun9-36.vkuserphoto.ru/s/v1/ig2/iECpQzSojEntoRZPAhoY3oRAzzfNEsu4iPvP_LldZ0fqTWRVkuUSsOhqh3iA35ypxXaes5rk6Nq89Lqri8fY3kot.jpg?background=ffffff&crop=132%2C0%2C963%2C1157&quality=90&size=533x640
8431588,МК Косынка,300.0,Пряжа,0.0,0,https://vk.ru/market/product/mk-kosynka-211626529-8431588,https://sun9-17.vkuserphoto.ru/s/v1/ig2/q9QXrneatphiL43TTho4Gif13DP-6XG_BQHChJBU53gB5IBuIrbVb18hmViujeoTurpgNglecEtus0A69ExEiaby.jpg?background=ffffff&crop=0%2C128%2C1920%2C2306&quality=90&size=533x640
8538345,МК Талисман,1200.0,Рукоделие и творчество,0.0,0,https://vk.ru/market/product/mk-talisman-211626529-8538345,https://sun9-37.vkuserphoto.ru/s/v1/ig2/jQY5y1Ohhibq6fPals8mGJRGTVpByq2Ce9HWb3-nMbKlGcVl-zfN26U3ZzxnZIaXVsmQKDetJVfyJiVy8za1AXHv.jpg?background=ffffff&crop=178%2C0%2C1773%2C2129&quality=90&size=533x640
8651069,МК пуловер Пятница,1000.0,Пряжа,5.0,1,https://vk.ru/market/product/mk-pulover-pyatnitsa-211626529-8651069,https://sun9-26.vkuserphoto.ru/s/v1/ig2/dm7MUwLzx5mkabB5hpnWZqbbiVoejjQo04FaElaD4AFyk5Vk8sKqTWJRTG0NRpGEudoN6mpeNaZOHa6pB0CoboQx.jpg?background=ffffff&crop=184%2C0%2C1825%2C2192&quality=90&size=533x640
